No Faktur,Tanggal,Nama Outlet,Nama Kasir,Jam,Deskripsi Produk,Modifier,Jumlah Barang,Jumlah dibatalkan,Harga Per Barang,Jumlah Harga,Diskon Per Barang,Tipe Diskon per Barang,Diskon Transaksi,Tipe Diskon Transaksi,Pajak,Subtotal,Status,Metode Pembayaran,No. Referensi
11316ZEZ,13-01-2021,Tovi Kohi,Nadila,16:55:04,"Choco Latte, Ice",,1,0,19000,19000,0,,0,,0,19000,Transaksi,CASH,
11316ZEZ,13-01-2021,Tovi Kohi,Nadila,16:55:04,"Cappuchino, Ice",,1,0,18000,18000,0,,0,,0,18000,Transaksi,CASH,
11316ZEZ,13-01-2021,Tovi Kohi,Nadila,16:55:04,"Risoles,",,1,0,15000,15000,0,,0,,0,15000,Transaksi,CASH,
11316ZEZ,13-01-2021,Tovi Kohi,Nadila,16:55:04,"Garlic Bread,",,1,0,10000,10000,0,,0,,0,10000,Transaksi,CASH,
113167X8,13-01-2021,Tovi Kohi,Nadila,16:19:17,"Lemon Tea, Ice",,1,0,14000,14000,0,,2800,"% ,",0,11200,Transaksi,CASH,
113167X8,13-01-2021,Tovi Kohi,Nadila,16:19:17,"Piccolo, Ice",,1,0,14000,14000,0,,2800,"% ,",0,11200,Transaksi,CASH,
113167X8,13-01-2021,Tovi Kohi,Nadila,16:19:17,"Piccolo, Hot",,3,0,14000,42000,0,,8400,"% ,",0,33600,Transaksi,CASH,
11221WZS,12-01-2021,Tovi Kohi,Nadila,21:33:23,"Choco Latte, Hot",,1,0,17000,17000,0,,0,,0,17000,Transaksi,CASH,
11221FPV,12-01-2021,Tovi Kohi,Nadila,21:05:36,"Mochacino, Ice",,1,0,21000,21000,0,,0,,0,21000,Transaksi,CASH,
11221FPV,12-01-2021,Tovi Kohi,Nadila,21:05:36,"Gula Aren, Original",,1,0,17000,17000,0,,0,,0,17000,Transaksi,CASH,
11221FPV,12-01-2021,Tovi Kohi,Nadila,21:05:36,"Lemon Tea, Ice",,1,0,14000,14000,0,,0,,0,14000,Transaksi,CASH,
112203F5,12-01-2021,Tovi Kohi,Nadila,20:34:41,"Cafe Latte, Original",,1,0,16000,16000,0,,1600,"% ,",0,14400,Transaksi,CASH,
112203F5,12-01-2021,Tovi Kohi,Nadila,20:34:41,"Extra Shoot,",,1,0,2000,2000,0,,200,"% ,",0,1800,Transaksi,CASH,
112203F5,12-01-2021,Tovi Kohi,Nadila,20:34:41,"Risoles,",,1,0,15000,15000,0,,1500,"% ,",0,13500,Transaksi,CASH,
1122014D,12-01-2021,Tovi Kohi,Nadila,20:18:24,"Croissant,",,6,0,5000,30000,0,,0,,0,30000,Transaksi,CASH,
112206TA,12-01-2021,Tovi Kohi,Nadila,20:06:04,"Cappuchino, Classic",,1,0,16000,16000,0,,0,,0,16000,Transaksi,CASH,
112206TA,12-01-2021,Tovi Kohi,Nadila,20:06:04,"Coffee Crema,",,1,0,17000,17000,0,,0,,0,17000,Transaksi,CASH,
112206TA,12-01-2021,Tovi Kohi,Nadila,20:06:04,"V-60, Original",,1,0,17000,17000,0,,0,,0,17000,Transaksi,CASH,
111224XQ,11-01-2021,Tovi Kohi,Henggar Vyasto,22:28:02,"Americano, Ice",,2,0,16000,32000,0,,0,,0,32000,Transaksi,CASH,
11120JC4,11-01-2021,Tovi Kohi,Nadila,20:23:44,"V-60, Original",,1,0,17000,17000,0,,1700,"% ,",0,15300,Transaksi,CASH,
111197EU,11-01-2021,Tovi Kohi,Nadila,19:10:30,"Croissant,",,1,0,5000,5000,0,,0,,0,5000,Transaksi,CASH,
111197EU,11-01-2021,Tovi Kohi,Nadila,19:10:30,"Cafe Latte, Flavour",,1,0,18000,18000,0,,0,,0,18000,Transaksi,CASH,
11021D8Q,10-01-2021,Tovi Kohi,Henggar Vyasto,21:14:25,"Mochacino, Hot",,1,0,19000,19000,0,,0,,0,19000,Transaksi,CASH,
11021D8Q,10-01-2021,Tovi Kohi,Henggar Vyasto,21:14:25,"Garlic Bread,",,1,0,10000,10000,0,,0,,0,10000,Transaksi,CASH,
11020PXN,10-01-2021,Tovi Kohi,Henggar Vyasto,20:49:32,"Pink Story, Hot",,1,0,15000,15000,0,,1500,"% ,",0,13500,Transaksi,CASH,
11020PXN,10-01-2021,Tovi Kohi,Henggar Vyasto,20:49:32,"Cinnamon Coffee,",,1,0,25000,25000,0,,2500,"% ,",0,22500,Transaksi,CASH,
11020PXN,10-01-2021,Tovi Kohi,Henggar Vyasto,20:49:32,"Matcha Latte, Ice",,1,0,17000,17000,0,,1700,"% ,",0,15300,Transaksi,CASH,
11018ZXT,10-01-2021,Tovi Kohi,Henggar Vyasto,18:15:23,"Gula Aren, Original",,1,0,17000,17000,0,,0,,0,17000,Transaksi,CASH,
11013LUO,10-01-2021,Tovi Kohi,Henggar Vyasto,13:53:02,"Lemon Tea, Ice",,1,0,14000,14000,0,,1355,"Rp ,",0,12645,Transaksi,CASH,
11013LUO,10-01-2021,Tovi Kohi,Henggar Vyasto,13:53:02,"Gula Aren, Original",,1,0,17000,17000,0,,1645,"Rp ,",0,15355,Transaksi,CASH,
11012942,10-01-2021,Tovi Kohi,Henggar Vyasto,12:23:20,"Garlic Bread,",,1,0,10000,10000,0,,0,,0,10000,Transaksi,CASH,
11012942,10-01-2021,Tovi Kohi,Henggar Vyasto,12:23:20,"Choco Latte, Hot",,1,0,17000,17000,2000,"Rp ,",0,,0,15000,Transaksi,CASH,
11011ZGH,10-01-2021,Tovi Kohi,Henggar Vyasto,11:25:43,"Lemon Tea, Ice",,1,0,14000,14000,4000,"Rp ,",0,,0,10000,Transaksi,CASH,
11011ZGH,10-01-2021,Tovi Kohi,Henggar Vyasto,11:25:43,"Garlic Bread,",,1,0,10000,10000,0,,0,,0,10000,Transaksi,CASH,
10920NDY,09-01-2021,Tovi Kohi,Nadila,20:53:57,"Croissant,",,1,0,5000,5000,0,,0,,0,5000,Transaksi,CASH,
10920NDY,09-01-2021,Tovi Kohi,Nadila,20:53:57,garlic bread,,1,0,10000,10000,0,,0,,0,10000,Transaksi,CASH,
10920SS9,09-01-2021,Tovi Kohi,Nadila,20:53:39,"Vanilla Milk, Hot",,1,0,14000,14000,0,,0,,0,14000,Transaksi,CASH,
10919LAH,09-01-2021,Tovi Kohi,Nadila,19:40:07,"Vietnam Drip, Hot",,1,0,15000,15000,0,,0,,0,15000,Transaksi,CASH,
10919LAH,09-01-2021,Tovi Kohi,Nadila,19:40:07,"Mochacino, Ice",,1,0,21000,21000,0,,0,,0,21000,Transaksi,CASH,
10919LAH,09-01-2021,Tovi Kohi,Nadila,19:40:07,"Croissant,",,2,0,5000,10000,0,,0,,0,10000,Transaksi,CASH,
1091899R,09-01-2021,Tovi Kohi,Nadila,18:58:58,"Gula Aren, Original",,1,0,17000,17000,0,,0,,0,17000,Transaksi,CASH,
10918IQI,09-01-2021,Tovi Kohi,Nadila,18:57:45,"Pink Story, Ice",,1,0,17000,17000,0,,0,,0,17000,Transaksi,CASH,
10918IQI,09-01-2021,Tovi Kohi,Nadila,18:57:45,"Croissant,",,2,0,5000,10000,0,,0,,0,10000,Transaksi,CASH,
10917WDA,09-01-2021,Tovi Kohi,Nadila,17:57:52,"Cafe Latte, Flavour",,1,0,18000,18000,0,,0,,0,18000,Transaksi,CASH,
10917235,09-01-2021,Tovi Kohi,Nadila,17:57:20,"Lemon Tea, Hot",,1,0,12000,12000,0,,0,,0,12000,Transaksi,CASH,
10821N4P,08-01-2021,Tovi Kohi,Nadila,21:40:01,"Cafe Latte, Flavour",,1,0,18000,18000,0,,0,,0,18000,Transaksi,CASH,
10821IUB,08-01-2021,Tovi Kohi,Nadila,21:39:41,"V-60, Japstyle",,1,1,18000,0,0,,0,,0,0,Dibatalkan,CASH,
1082145L,08-01-2021,Tovi Kohi,Nadila,21:05:58,"Pink Story, Hot",,1,0,15000,15000,0,,0,,0,15000,Transaksi,CASH,
108209O3,08-01-2021,Tovi Kohi,Nadila,20:51:27,"Flat White,",,1,0,18000,18000,0,,0,,0,18000,Transaksi,CASH,
10820Z77,08-01-2021,Tovi Kohi,Nadila,20:47:50,"Coffee & Cream,",,1,0,20000,20000,0,,0,,0,20000,Transaksi,CASH,
10820Z77,08-01-2021,Tovi Kohi,Nadila,20:47:50,"Vietnam Drip, Ice",,1,0,17000,17000,0,,0,,0,17000,Transaksi,CASH,
10820E0Y,08-01-2021,Tovi Kohi,Nadila,20:36:48,"Milk Tea, Hot",,1,0,15000,15000,0,,0,,0,15000,Transaksi,CASH,
10820E0Y,08-01-2021,Tovi Kohi,Nadila,20:36:48,"Indomie Goreng, Reguler",,2,0,10000,20000,0,,0,,0,20000,Transaksi,CASH,
10816E5H,08-01-2021,Tovi Kohi,Nadila,16:18:28,"V-60, Japstyle",,1,0,18000,18000,0,,0,,0,18000,Transaksi,CASH,
10814SVB,08-01-2021,Tovi Kohi,Pipah,14:11:20,"Croissant,",,1,0,5000,5000,0,,1000,"% ,",0,4000,Transaksi,CASH,
10721340,07-01-2021,Tovi Kohi,Nadila,21:41:32,"Vanilla Milk, Hot",,1,0,14000,14000,0,,0,,0,14000,Transaksi,CASH,
10721EDG,07-01-2021,Tovi Kohi,Nadila,21:10:36,"Gula Aren, Original",,1,0,17000,17000,0,,0,,0,17000,Transaksi,CASH,
10721HIZ,07-01-2021,Tovi Kohi,Nadila,21:09:44,"Long Black,",,1,0,15000,15000,0,,1500,"% ,",0,13500,Transaksi,CASH,
10721HIZ,07-01-2021,Tovi Kohi,Nadila,21:09:44,"Croissant,",,1,0,5000,5000,0,,500,"% ,",0,4500,Transaksi,CASH,
1072122U,07-01-2021,Tovi Kohi,Nadila,21:07:50,"V-60, Japstyle",,2,0,18000,36000,0,,0,,0,36000,Transaksi,CASH,
1072122U,07-01-2021,Tovi Kohi,Nadila,21:07:50,lemon,,1,0,1000,1000,0,,0,,0,1000,Transaksi,CASH,
10720941,07-01-2021,Tovi Kohi,Nadila,20:12:54,"Milk Tea, Ice",,1,0,17000,17000,0,,0,,0,17000,Transaksi,CASH,
107181DR,07-01-2021,Tovi Kohi,Pipah,18:02:49,"Coffee Beer,",,1,0,20000,20000,0,,0,,0,20000,Transaksi,CASH,
10716TE7,07-01-2021,Tovi Kohi,Nadila,16:39:03,"Cafe Latte, Original",,2,0,16000,32000,12000,"Rp ,",0,,0,20000,Transaksi,CASH,
10716TE7,07-01-2021,Tovi Kohi,Nadila,16:39:03,"Indomie Goreng, Reguler",,2,0,10000,20000,0,,0,,0,20000,Transaksi,CASH,
10712T42,07-01-2021,Tovi Kohi,Henggar Vyasto,12:00:02,"Cafe Latte, Original",,1,0,16000,16000,6000,"Rp ,",0,,0,10000,Transaksi,CASH,
10712T42,07-01-2021,Tovi Kohi,Henggar Vyasto,12:00:02,"Mochacino, Hot",,4,0,19000,76000,36000,"Rp ,",0,,0,40000,Transaksi,CASH,
10712T42,07-01-2021,Tovi Kohi,Henggar Vyasto,12:00:02,"Pink Story, Hot",,1,0,15000,15000,5000,"Rp ,",0,,0,10000,Transaksi,CASH,
10712T42,07-01-2021,Tovi Kohi,Henggar Vyasto,12:00:02,"Croissant,",,5,0,5000,25000,0,,0,,0,25000,Transaksi,CASH,
10619OWX,06-01-2021,Tovi Kohi,Nadila,19:58:30,"Americano, Hot",,1,0,14000,14000,0,,2800,"% ,",0,11200,Transaksi,CASH,
10619OWX,06-01-2021,Tovi Kohi,Nadila,19:58:30,"Piccolo, Hot",,1,0,14000,14000,0,,2800,"% ,",0,11200,Transaksi,CASH,
10619OWX,06-01-2021,Tovi Kohi,Nadila,19:58:30,"Gula Aren, Original",,2,0,17000,34000,0,,6800,"% ,",0,27200,Transaksi,CASH,
10619OWX,06-01-2021,Tovi Kohi,Nadila,19:58:30,"Vanilla Milk, Hot",,1,0,14000,14000,0,,2800,"% ,",0,11200,Transaksi,CASH,
10619CVF,06-01-2021,Tovi Kohi,Nadila,19:57:33,"Cafe Latte, Original",,1,0,16000,16000,0,,1600,"% ,",0,14400,Transaksi,CASH,
10619CVF,06-01-2021,Tovi Kohi,Nadila,19:57:33,"Cafe Latte, Flavour",,1,0,18000,18000,0,,1800,"% ,",0,16200,Transaksi,CASH,
1061972V,06-01-2021,Tovi Kohi,Nadila,19:56:41,"Lemon Tea, Ice",,1,0,14000,14000,0,,1400,"% ,",0,12600,Transaksi,CASH,
1061972V,06-01-2021,Tovi Kohi,Nadila,19:56:41,"Long Black,",,1,0,15000,15000,0,,1500,"% ,",0,13500,Transaksi,CASH,
10619YCP,06-01-2021,Tovi Kohi,Nadila,19:30:04,"Gula Aren, Original",,1,0,17000,17000,0,,0,,0,17000,Transaksi,CASH,
10619XC0,06-01-2021,Tovi Kohi,Nadila,19:23:33,"Gula Aren, Original",,1,0,17000,17000,0,,1700,"% ,",0,15300,Transaksi,CASH,
10619XC0,06-01-2021,Tovi Kohi,Nadila,19:23:33,"Extra Shoot,",,1,0,2000,2000,0,,200,"% ,",0,1800,Transaksi,CASH,
10616ZGG,06-01-2021,Tovi Kohi,Nadila,16:51:00,"V-60, Original",,1,0,17000,17000,0,,0,,0,17000,Transaksi,CASH,
10616ZGG,06-01-2021,Tovi Kohi,Nadila,16:51:00,"Rum,",,1,0,18000,18000,0,,0,,0,18000,Transaksi,CASH,
10616ZGG,06-01-2021,Tovi Kohi,Nadila,16:51:00,"Risoles,",,1,0,15000,15000,0,,0,,0,15000,Transaksi,CASH,
10613Z04,06-01-2021,Tovi Kohi,Nadila,13:11:50,"Cafe Latte, Original",,2,0,16000,32000,12000,"Rp ,",0,,0,20000,Transaksi,CASH,
10611DBP,06-01-2021,Tovi Kohi,Henggar Vyasto,11:39:18,"Cappuchino, Ice",,1,0,18000,18000,0,,0,,0,18000,Transaksi,CASH,
10521D2G,05-01-2021,Tovi Kohi,Nadila,21:12:44,"Doppio,",,1,0,12000,12000,0,,0,,0,12000,Transaksi,CASH,
10521TZM,05-01-2021,Tovi Kohi,Nadila,21:12:29,"Lemon Tea, Ice",,1,0,14000,14000,0,,2800,"% ,",0,11200,Transaksi,CASH,
10521096,05-01-2021,Tovi Kohi,Nadila,21:11:56,"Pink Story, Ice",,1,0,17000,17000,0,,0,,0,17000,Transaksi,CASH,
10521096,05-01-2021,Tovi Kohi,Nadila,21:11:56,"Gula Aren, Original",,1,0,17000,17000,0,,0,,0,17000,Transaksi,CASH,
10521096,05-01-2021,Tovi Kohi,Nadila,21:11:56,"Coffee Beer,",,1,0,20000,20000,0,,0,,0,20000,Transaksi,CASH,
10521VZC,05-01-2021,Tovi Kohi,Nadila,21:05:44,"Extra Telur,",,2,0,2500,5000,0,,62,"Rp ,",0,4938,Transaksi,CASH,
10521VZC,05-01-2021,Tovi Kohi,Nadila,21:05:44,"Lemon Tea, Ice",,1,0,14000,14000,2800,"% ,",138,"Rp ,",0,11062,Transaksi,CASH,
10520PEZ,05-01-2021,Tovi Kohi,Nadila,20:38:45,"Milk Tea, Ice",,1,0,17000,17000,0,,0,,0,17000,Transaksi,CASH,
10520PEZ,05-01-2021,Tovi Kohi,Nadila,20:38:45,"Americano, Hot",,1,0,14000,14000,0,,0,,0,14000,Transaksi,CASH,
10520L8I,05-01-2021,Tovi Kohi,Nadila,20:28:25,"Coffee & Cream,",,1,0,20000,20000,0,,0,,0,20000,Transaksi,CASH,
10520L8I,05-01-2021,Tovi Kohi,Nadila,20:28:25,"Americano, Ice",,1,0,16000,16000,0,,0,,0,16000,Transaksi,CASH,
10520FIQ,05-01-2021,Tovi Kohi,Nadila,20:12:01,"V-60, Original",,1,0,17000,17000,0,,0,,0,17000,Transaksi,CASH,
105196D2,05-01-2021,Tovi Kohi,Nadila,19:34:45,"Pink Story, Hot",,1,0,15000,15000,0,,0,,0,15000,Transaksi,CASH,
10518FR0,05-01-2021,Tovi Kohi,Nadila,18:24:04,"Lemon Tea, Ice",,1,0,14000,14000,0,,2800,"% ,",0,11200,Transaksi,CASH,
105182WQ,05-01-2021,Tovi Kohi,Nadila,18:02:48,"Pink Story, Ice",,1,0,17000,17000,0,,0,,0,17000,Transaksi,CASH,
105182WQ,05-01-2021,Tovi Kohi,Nadila,18:02:48,"Choco Latte, Ice",,1,0,19000,19000,0,,0,,0,19000,Transaksi,CASH,
10517TJ3,05-01-2021,Tovi Kohi,Nadila,17:53:57,"Coffee & Cream,",,3,0,20000,60000,0,,0,,0,60000,Transaksi,CASH,
10517IM2,05-01-2021,Tovi Kohi,Nadila,17:47:48,"V-60, Japstyle",,1,0,18000,18000,0,,0,,0,18000,Transaksi,CASH,
10517M1O,05-01-2021,Tovi Kohi,Nadila,17:45:24,"Rum,",,1,0,18000,18000,0,,0,,0,18000,Transaksi,CASH,
10517A4U,05-01-2021,Tovi Kohi,Nadila,17:26:29,"Vanilla Milk, Hot",,1,0,14000,14000,0,,0,,0,14000,Transaksi,CASH,
10517A4U,05-01-2021,Tovi Kohi,Nadila,17:26:29,"Croissant,",,2,0,5000,10000,0,,0,,0,10000,Transaksi,CASH,
10515BWS,05-01-2021,Tovi Kohi,Pipah,15:18:24,"Indomie Rebus, Reguler",,2,0,10000,20000,0,,0,,0,20000,Transaksi,CASH,
10515BWS,05-01-2021,Tovi Kohi,Pipah,15:18:24,"Vietnam Drip, Ice",,1,0,17000,17000,0,,0,,0,17000,Transaksi,CASH,
10514VCX,05-01-2021,Tovi Kohi,Pipah,14:46:00,"Cafe Latte, Original",,1,0,16000,16000,6000,"Rp ,",0,,0,10000,Transaksi,CASH,
10514VCX,05-01-2021,Tovi Kohi,Pipah,14:46:00,"Croissant,",,2,0,5000,10000,0,,0,,0,10000,Transaksi,CASH,
10513XR5,05-01-2021,Tovi Kohi,Henggar Vyasto,13:21:09,"Pink Story, Ice",,1,0,17000,17000,0,,0,,0,17000,Transaksi,CASH,
1051213W,05-01-2021,Tovi Kohi,Henggar Vyasto,12:01:29,"Americano, Hot",,1,0,14000,14000,0,,2211,"Rp ,",0,11789,Transaksi,CASH,
1051213W,05-01-2021,Tovi Kohi,Henggar Vyasto,12:01:29,"Croissant,",,1,0,5000,5000,0,,789,"Rp ,",0,4211,Transaksi,CASH,
10414JLW,04-01-2021,Tovi Kohi,Henggar Vyasto,14:08:28,"Gula Aren, Original",,1,0,17000,17000,0,,3400,"% ,",0,13600,Transaksi,CASH,
10414JLW,04-01-2021,Tovi Kohi,Henggar Vyasto,14:08:28,"Lemon Tea, Ice",,1,0,14000,14000,0,,2800,"% ,",0,11200,Transaksi,CASH,
10322311,03-01-2021,Tovi Kohi,Henggar Vyasto,22:23:55,"Gula Aren, Original",,3,0,17000,51000,0,,5100,"% ,",0,45900,Transaksi,CASH,
10322311,03-01-2021,Tovi Kohi,Henggar Vyasto,22:23:55,"Pink Story, Ice",,1,0,17000,17000,0,,1700,"% ,",0,15300,Transaksi,CASH,
10320H88,03-01-2021,Tovi Kohi,Pipah,20:14:20,"Lemon Tea, Ice",,1,0,14000,14000,0,,2800,"% ,",0,11200,Transaksi,CASH,
10317WPS,03-01-2021,Tovi Kohi,Henggar Vyasto,17:04:07,"Pink Story, Ice",,1,0,17000,17000,0,,0,,0,17000,Transaksi,CASH,
10317WPS,03-01-2021,Tovi Kohi,Henggar Vyasto,17:04:07,"Hazelnut,",,1,0,18000,18000,0,,0,,0,18000,Transaksi,CASH,
10313MEB,03-01-2021,Tovi Kohi,Henggar Vyasto,13:27:33,"Lemon Tea, Ice",,1,0,14000,14000,0,,2800,"% ,",0,11200,Transaksi,CASH,
103132XR,03-01-2021,Tovi Kohi,Henggar Vyasto,13:24:24,"Lemon Tea, Ice",,1,0,14000,14000,0,,2800,"% ,",0,11200,Transaksi,CASH,
102226PM,02-01-2021,Tovi Kohi,Henggar Vyasto,22:14:43,"Choco Hazelnut, Ice",,1,0,22000,22000,0,,0,,0,22000,Transaksi,CASH,
102226PM,02-01-2021,Tovi Kohi,Henggar Vyasto,22:14:43,"Cafe Latte, Flavour",,1,0,18000,18000,0,,0,,0,18000,Transaksi,CASH,
102226PM,02-01-2021,Tovi Kohi,Henggar Vyasto,22:14:43,"Risoles,",,2,0,15000,30000,0,,0,,0,30000,Transaksi,CASH,
10221E9Q,02-01-2021,Tovi Kohi,Nadila,21:38:49,"Hazelnut,",,1,0,18000,18000,0,,0,,0,18000,Transaksi,CASH,
10221PD9,02-01-2021,Tovi Kohi,Nadila,21:24:10,"Coffee & Cream,",,1,0,20000,20000,0,,0,,0,20000,Transaksi,CASH,
10221PD9,02-01-2021,Tovi Kohi,Nadila,21:24:10,"Piccolo, Ice",,1,0,14000,14000,0,,0,,0,14000,Transaksi,CASH,
102196HA,02-01-2021,Tovi Kohi,Nadila,19:59:15,"Gula Aren, Original",,1,0,17000,17000,0,,1700,"% ,",0,15300,Transaksi,CASH,
10219U89,02-01-2021,Tovi Kohi,Nadila,19:56:55,"Gula Aren, Original",,2,0,17000,34000,0,,0,,0,34000,Transaksi,CASH,
10219LAS,02-01-2021,Tovi Kohi,Nadila,19:51:08,"Gula Aren, Original",,2,0,17000,34000,0,,0,,0,34000,Transaksi,CASH,
102191SB,02-01-2021,Tovi Kohi,Nadila,19:36:22,creamcheese,,1,0,20000,20000,0,,0,,0,20000,Transaksi,CASH,
102191SB,02-01-2021,Tovi Kohi,Nadila,19:36:22,"Coffee Beer,",,1,0,20000,20000,0,,0,,0,20000,Transaksi,CASH,
10218I5B,02-01-2021,Tovi Kohi,Nadila,19:00:01,"Gula Aren, Original",,2,0,17000,34000,0,,0,,0,34000,Transaksi,CASH,
10215USK,02-01-2021,Tovi Kohi,Pipah,15:59:11,"Cafe Latte, Original",,1,0,16000,16000,0,,1600,"% ,",0,14400,Transaksi,CASH,
10121PQM,01-01-2021,Tovi Kohi,Nadila,21:03:26,"Cinnamon Coffee,",,1,0,25000,25000,0,,0,,0,25000,Transaksi,CASH,
10120L5B,01-01-2021,Tovi Kohi,Nadila,20:11:33,"Lemon Tea, Ice",,1,0,14000,14000,2800,"% ,",0,,0,11200,Transaksi,CASH,
10118IIF,01-01-2021,Tovi Kohi,Nadila,18:50:20,"Choco Latte, Hot",,1,0,17000,17000,0,,0,,0,17000,Transaksi,CASH,
101184BU,01-01-2021,Tovi Kohi,Nadila,18:49:19,"Pink Story, Ice",,1,0,17000,17000,0,,0,,0,17000,Transaksi,CASH,
101184BU,01-01-2021,Tovi Kohi,Nadila,18:49:19,"Rum,",,1,0,18000,18000,0,,0,,0,18000,Transaksi,CASH,
101184BU,01-01-2021,Tovi Kohi,Nadila,18:49:19,"Dragon Tea, Ice",,1,0,12000,12000,0,,0,,0,12000,Transaksi,CASH,
10118N7Y,01-01-2021,Tovi Kohi,Nadila,18:47:59,"Rum,",,1,0,18000,18000,0,,0,,0,18000,Transaksi,CASH,
10118N7Y,01-01-2021,Tovi Kohi,Nadila,18:47:59,"Dragon Tea, Ice",,1,0,12000,12000,0,,0,,0,12000,Transaksi,CASH,
101188QU,01-01-2021,Tovi Kohi,Nadila,18:47:00,"Vietnam Drip, Ice",,1,0,17000,17000,0,,0,,0,17000,Transaksi,CASH,
10118BPU,01-01-2021,Tovi Kohi,Nadila,18:36:13,"Choco Latte, Ice",,1,0,19000,19000,0,,0,,0,19000,Transaksi,CASH,
10118RKQ,01-01-2021,Tovi Kohi,Nadila,18:34:49,"Hazelnut,",,1,0,18000,18000,0,,0,,0,18000,Transaksi,CASH,
10118RKQ,01-01-2021,Tovi Kohi,Nadila,18:34:49,"Indomie Rebus, Reguler",,2,0,10000,20000,0,,0,,0,20000,Transaksi,CASH,
10115BJ2,01-01-2021,Tovi Kohi,Pipah,15:33:17,"Pink Story, Hot",,1,0,15000,15000,0,,3000,"% ,",0,12000,Transaksi,CASH,
10115JPO,01-01-2021,Tovi Kohi,Pipah,15:17:30,"Indomie Goreng, Reguler",,2,0,10000,20000,0,,4000,"% ,",0,16000,Transaksi,CASH,
10114T64,01-01-2021,Tovi Kohi,Pipah,14:07:22,"Cafe Latte, Original",,2,0,16000,32000,0,,12000,"Rp ,",0,20000,Transaksi,CASH,
46623IA3,31-12-2022,Tovi Kohi,Nadila,23:35:29,"Choco Hazelnut, Ice",,1,0,22000,22000,0,,0,,0,22000,Transaksi,CASH,
4662306W,31-12-2022,Tovi Kohi,Nadila,23:26:10,"Pink Story, Hot",,2,0,15000,30000,0,,0,,0,30000,Transaksi,CASH,
46623H0K,31-12-2020,Tovi Kohi,Nadila,23:25:17,"Coffee Beer,",,1,0,20000,20000,0,,0,,0,20000,Transaksi,CASH,
46623H0K,31-12-2020,Tovi Kohi,Nadila,23:25:17,"Cafe Latte, Original",,1,0,16000,16000,0,,0,,0,16000,Transaksi,CASH,
46623KV3,31-12-2020,Tovi Kohi,Nadila,23:06:04,"Garlic Bread,",,1,0,10000,10000,0,,0,,0,10000,Transaksi,CASH,
46623I2K,31-12-2020,Tovi Kohi,Nadila,23:02:25,"Gula Aren, Original",,2,0,17000,34000,0,,0,,0,34000,Transaksi,CASH,
466225XL,31-12-2020,Tovi Kohi,Nadila,22:02:03,"To - Brew,",,1,0,12000,12000,0,,0,,0,12000,Transaksi,CASH,
46621Z6R,31-12-2020,Tovi Kohi,Nadila,21:02:32,"Vietnam Drip, Ice",,1,0,17000,17000,0,,0,,0,17000,Transaksi,CASH,
46620JKN,31-12-2020,Tovi Kohi,Nadila,20:50:38,"Cafe Latte, Flavour",,1,0,18000,18000,0,,0,,0,18000,Transaksi,CASH,
46620TYI,31-12-2020,Tovi Kohi,Nadila,20:46:33,"Garlic Bread,",,1,0,10000,10000,0,,0,,0,10000,Transaksi,CASH,
46620TYI,31-12-2020,Tovi Kohi,Nadila,20:46:33,"Milk Tea, Ice",,1,0,17000,17000,0,,0,,0,17000,Transaksi,CASH,
46620LVB,31-12-2020,Tovi Kohi,Nadila,20:44:19,"Vanilla Milk, Ice",,1,0,16000,16000,0,,0,,0,16000,Transaksi,CASH,
46620LVB,31-12-2020,Tovi Kohi,Nadila,20:44:19,"Coffee Beer,",,1,0,20000,20000,0,,0,,0,20000,Transaksi,CASH,
46620O12,31-12-2020,Tovi Kohi,Nadila,20:41:31,"Coffee Beer,",,1,0,20000,20000,0,,0,,0,20000,Transaksi,CASH,
46620O12,31-12-2020,Tovi Kohi,Nadila,20:41:31,"French Fries, Reguler",,2,0,12000,24000,0,,0,,0,24000,Transaksi,CASH,
46620O12,31-12-2020,Tovi Kohi,Nadila,20:41:31,"Garlic Bread,",,1,0,10000,10000,0,,0,,0,10000,Transaksi,CASH,
46620O12,31-12-2020,Tovi Kohi,Nadila,20:41:31,"Extra Telur,",,1,0,2500,2500,0,,0,,0,2500,Transaksi,CASH,
46620O12,31-12-2020,Tovi Kohi,Nadila,20:41:31,"Rum,",,1,0,18000,18000,0,,0,,0,18000,Transaksi,CASH,
46620O12,31-12-2020,Tovi Kohi,Nadila,20:41:31,"Lemon Tea, Hot",,1,0,12000,12000,0,,0,,0,12000,Transaksi,CASH,
46620JDT,31-12-2020,Tovi Kohi,Nadila,20:36:11,"Choco Hazelnut, Ice",,1,0,22000,22000,0,,2200,"% ,",0,19800,Transaksi,CASH,
46620JDT,31-12-2020,Tovi Kohi,Nadila,20:36:11,"Garlic Bread,",,1,0,10000,10000,0,,1000,"% ,",0,9000,Transaksi,CASH,
4662086W,31-12-2020,Tovi Kohi,Nadila,20:27:30,"Choco Hazelnut, Ice",,2,0,22000,44000,0,,4400,"% ,",0,39600,Transaksi,CASH,
46620TGB,31-12-2020,Tovi Kohi,Nadila,20:19:12,"Cinnamon Coffee,",,1,0,25000,25000,0,,2500,"% ,",0,22500,Transaksi,CASH,
46620TGB,31-12-2020,Tovi Kohi,Nadila,20:19:12,"Milk Tea, Hot",,1,0,15000,15000,0,,1500,"% ,",0,13500,Transaksi,CASH,
